,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
49692,ELEC,1023HOLDING LLC SPRINGDALEGEN,1023 Springdale Rd,,Austin,TX,78721,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267372,-97.693436,2023-10-30,202313,2023-10-30 00:53:01 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
49803,ELEC,FOUNDATION COMM 8500LOT,8500 State Hwy 71,,Austin,TX,78735,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.248701,-97.88998,2023-10-30,202467,2023-10-30 00:53:20 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
50135,ELEC,Cedar Park Town Center - Tesla Supercharger,1001 E Whitestone Blvd,,Cedar Park,TX,78613,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.5257275,-97.819378,2023-07-01,203040,2023-07-14 19:41:28 UTC,P,,,2021-12-19,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
50144,ELEC,Stone Hill Town Center,18820 Hilltop Commercial Dr,,Pflugerville,TX,78660,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,30.4701728,-97.59787683,2023-10-30,203050,2023-10-30 01:25:56 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
50872,ELEC,Lakehills Plaza - Tesla Supercharger,4211   South Lamar Boulevard,,Austin,TX,78704,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.233412,-97.79311,2023-07-01,204586,2023-07-14 19:41:28 UTC,P,,,2021-12-30,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
50932,ELEC,Lamar Union Apartments,1100 South Lamar Boulevard,,Austin,TX,78704,,800-663-5633,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2558811,-97.7628877,2023-10-30,204697,2023-10-30 00:02:46 UTC,,,,2021-03-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False
50965,ELEC,OAK HILL ST 1&2 OAK HILL 1,6701 Rialto Blvd,,Austin,TX,78735,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.248227,-97.860915,2023-10-30,204747,2023-10-30 00:52:46 UTC,,,,2022-01-14,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
51195,ELEC,AUSTIN HQ MCKINNEY FALLS,5808 McKinney Falls Pkwy Rock Shelter Interpr,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.18076,-97.721997,2023-10-30,205118,2023-10-30 00:51:08 UTC,,,,2022-01-21,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
51444,ELEC,Circle K - Tesla Supercharger,12200  FM 969,,Austin,TX,78724,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.254827,-97.605118,2023-07-01,205565,2023-07-14 19:41:28 UTC,P,,,2022-01-21,,,,,TESLA,US,,,,Public,,Public,,,GAS_STATION,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
51510,ELEC,Villages at the Domain - Bldg 8,11011 Domain Drive,,Austin,TX,78758,,800-663-5633,E,,Public,24 hours daily,,,,,,3.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.3961881,-97.7257578,2023-10-30,205687,2023-10-30 00:01:16 UTC,,,,2015-04-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False
52254,ELEC,Cinemark Tinseltown 20 Pflugerville,15436 FM1825,,Pflugerville,TX,78660,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,30.447710425,-97.664189864,2023-10-30,207278,2023-10-30 01:27:30 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
52428,ELEC,PIE AE KRAMER 01,2526 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.393993,-97.716901,2023-10-30,207575,2023-10-30 00:44:43 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52433,ELEC,SIENNATHOMPSON #3,501 Brazos St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26714,-97.741589,2023-10-30,207584,2023-10-30 00:53:25 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52434,ELEC,SIENNATHOMPSON #1,501 Brazos St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267,-97.741683,2023-10-30,207585,2023-10-30 00:53:25 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52435,ELEC,SIENNATHOMPSON #4,508 Brazos St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26726,-97.741567,2023-10-30,207586,2023-10-30 00:53:25 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52436,ELEC,SIENNATHOMPSON #2,525 Brazos St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266973,-97.741718,2023-10-30,207587,2023-10-30 00:53:25 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52753,ELEC,Village at Westlake - Tesla Supercharger,701   South Capital of Texas Highway,,West Lake Hills,TX,78746,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.289814,-97.827463,2023-07-01,211906,2023-07-14 19:41:28 UTC,P,,,2022-03-12,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
52810,E85,VP Fuels,100 Tradesman Park Dr,,Hutto,TX,78634,,512-846-4006,E,,Public,5am-12am daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D Debit M V,,,,,,,,,,200-9,30.535954,-97.592411,2023-08-10,211999,2023-08-10 16:58:49 UTC,P,,,2022-03-18,,,,False,,US,,,,Public,,Public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,False,,,,,,,,MD,
52833,ELEC,SIENNATHOMPSON #5,501 Brazos St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267001,-97.741699,2023-10-30,212032,2023-10-30 00:55:58 UTC,,,,2022-03-19,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
52850,ELEC,AVIATION 4TH FLOOR B,3201a Presidential Blvd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204692,-97.669723,2023-10-30,212091,2023-10-30 00:31:54 UTC,,,,2022-03-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53026,ELEC,MERITAGE STATION 1,4500 Steiner Ranch Blvd,,Austin,TX,78732,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.381629,-97.877549,2023-10-30,212601,2023-10-30 00:42:44 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53082,ELEC,NORTHSIDE RED GARAGE #3,11505 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.402022,-97.723273,2023-10-30,212682,2023-10-30 00:15:13 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53083,ELEC,NORTHSIDE BLUE GARAGE #7,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404342,-97.722308,2023-10-30,212683,2023-10-30 00:15:14 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53084,ELEC,NORTHSIDE BLUE GARAGE #4,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404286,-97.722383,2023-10-30,212684,2023-10-30 00:15:20 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53085,ELEC,NORTHSIDE BLUE GARAGE #1,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404333,-97.722383,2023-10-30,212685,2023-10-30 00:15:20 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53086,ELEC,NORTHSIDE BLUE GARAGE #3,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404296,-97.722362,2023-10-30,212686,2023-10-30 00:15:32 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53087,ELEC,NORTHSIDE RED GARAGE #4,11505 Domain Dr,,Austin,TX,78758,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.402198,-97.723455,2023-10-30,212687,2023-10-30 00:15:32 UTC,,,,2022-03-25,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53088,ELEC,NORTHSIDE PURPLE 3,11701 Domain Blvd,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.403457,-97.720062,2023-10-30,212688,2023-10-30 00:15:43 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53089,ELEC,NORTHSIDE NORDSTROM L2 #3,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401112,-97.720061,2023-10-30,212689,2023-10-30 00:15:43 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53090,ELEC,NORTHSIDE NORDSTROM L1 #3,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401158,-97.72004,2023-10-30,212690,2023-10-30 00:15:43 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53091,ELEC,NORTHSIDE NORDSTROM L1 #2,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.40114,-97.719997,2023-10-30,212691,2023-10-30 00:15:43 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53092,ELEC,NORTHSIDE NORDSTROM L2 #2,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401075,-97.720083,2023-10-30,212692,2023-10-30 00:15:44 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53093,ELEC,NORTHSIDE PURPLE 2,11701 Domain Blvd,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.403457,-97.720051,2023-10-30,212693,2023-10-30 00:15:47 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53094,ELEC,NORTHSIDE NORDSTROM L1 #1,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.400992,-97.720061,2023-10-30,212694,2023-10-30 00:15:52 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53095,ELEC,NORTHSIDE PALM WAY #1,11701 Domain Blvd,,Austin,TX,78758,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.403439,-97.72003,2023-10-30,212695,2023-10-30 00:15:53 UTC,,,,2022-03-25,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53096,ELEC,NORTHSIDE NORDSTROM L2 #1,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.400955,-97.720104,2023-10-30,212696,2023-10-30 00:15:53 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53105,ELEC,NORTHSIDE BLUE GARAGE #5,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404277,-97.722415,2023-10-30,212709,2023-10-30 00:55:06 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53129,ELEC,H-E-B plus! - Tesla Supercharger,5000  Gattis School Road,,Hutto,TX,78634,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.502925,-97.580873,2023-07-01,212751,2023-07-14 19:41:28 UTC,P,,,2022-03-18,,,,,TESLA,US,,,,Public,,Public,,,GAS_STATION,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
53253,ELEC,301CONGRESS STATION 3,301 Congress Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.265279,-97.74285,2023-10-30,213057,2023-10-30 00:56:58 UTC,,,,2022-03-30,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53555,ELEC,CONCORD AUSTIN STATION 2,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.18034,-97.77316,2023-10-30,213520,2023-10-30 00:16:55 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53556,ELEC,CONCORD AUSTIN STATION 1,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.18034,-97.773181,2023-10-30,213521,2023-10-30 00:16:55 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53557,ELEC,CONCORD AUSTIN STATION 5,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,T,2023-08-18,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.180312,-97.77309,2023-10-30,213522,2023-10-30 00:16:55 UTC,,,,2022-04-07,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53558,ELEC,CONCORD AUSTIN STATION 7,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.180294,-97.773031,2023-10-30,213523,2023-10-30 00:16:59 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53561,ELEC,AVIATION AUS - CMF 2,10100 Golfcourse Rd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.205575,-97.650727,2023-10-30,213526,2023-10-30 00:48:40 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53562,ELEC,AVIATION AUS - CMF 1,10100 Golfcourse Rd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.205553,-97.65078,2023-10-30,213527,2023-10-30 00:48:40 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53563,ELEC,AVIATION AUS-WAREHOUSE 2,10100 Golfcourse Rd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204513,-97.650855,2023-10-30,213528,2023-10-30 00:48:40 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53849,ELEC,LEVITON TRIANGLE STN,4517 Triangle Ave,,Austin,TX,78751,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.313382,-97.734117,2023-10-30,213927,2023-10-30 00:22:51 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53913,ELEC,"Del Valle, TX - Tesla Supercharger",12201  Pearce Lane,,Del Valle,TX,78617,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.17242,-97.630913,2023-07-01,214074,2023-07-14 19:41:28 UTC,P,,,2022-04-01,,,,,TESLA,US,,,,Public,,Public,,,GAS_STATION,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
53963,ELEC,CONCORD AUSTIN STATION 4,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.180319,-97.773122,2023-10-30,214157,2023-10-30 00:16:55 UTC,,,,2022-04-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54296,ELEC,AVIATION AUS-WAREHOUSE 1,10100 Golfcourse Rd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204497,-97.650816,2023-10-30,215060,2023-10-30 00:48:40 UTC,,,,2022-04-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54476,ELEC,CONCORD AUSTIN STATION 3,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.180322,-97.773157,2023-10-30,216473,2023-10-30 00:16:55 UTC,,,,2022-05-03,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54489,ELEC,301CONGRESS STATION 1,301 Congress Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.265199,-97.742821,2023-10-30,216488,2023-10-30 00:56:49 UTC,,,,2022-05-03,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54490,ELEC,301CONGRESS STATION 2,301 Congress Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.265132,-97.742883,2023-10-30,216489,2023-10-30 00:56:49 UTC,,,,2022-05-03,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54689,ELEC,INDEED TOWER B3 CORE ST 2,200 W 6th St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268638,-97.744304,2023-10-30,217215,2023-10-30 00:58:04 UTC,,,,2022-05-08,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54714,ELEC,HYATT AUSTIN STATION1,220 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259742,-97.747782,2023-10-30,217264,2023-10-30 00:55:48 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54759,ELEC,Centro,1401 E 6th Street,,Austin,TX,78702,,800-663-5633,E,,Public,24 hours daily,,,,,,11.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2635448,-97.7283672,2023-10-29,217345,2023-10-29 23:58:24 UTC,,,,2021-10-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False
54928,ELEC,Sunset Valley Village - Tesla Supercharger,5601 Brodie Lane,,Austin,TX,78745,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.2261966,-97.821941,2023-07-01,218072,2023-07-14 19:41:28 UTC,P,,,2022-05-11,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
55049,ELEC,Firestone Complete Auto Care - Stone Hill Town Center,19009 Limestone Commercial Dr.,,Pflugerville,TX,78660,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.471745,-97.594474,2023-10-30,218227,2023-10-30 00:03:10 UTC,,,,2022-03-31,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
55054,ELEC,Firestone Complete Auto Care - The Hub At Research & 45,13300 N FM 620,,Austin,TX,78717,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.471099,-97.792221,2023-10-30,218232,2023-10-30 00:03:10 UTC,,,,2022-03-30,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
55056,ELEC,Firestone Complete Auto Care - Round Rock Old Settlers Blvd,100 Old Settlers Blvd,,Round Rock,TX,78664,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.535188,-97.690278,2023-10-30,218234,2023-10-30 00:03:10 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
55057,ELEC,Firestone Complete Auto Care - Cedar Park,3120 E Whitestone Blvd,,Cedar Park,TX,78613,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.534741,-97.780662,2023-10-30,218235,2023-10-30 00:02:36 UTC,,,,2022-03-23,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
55059,ELEC,Firestone Complete Auto Care - Quinlan Crossing,5145 Ranch Road 620 N Bldg E,,Austin,TX,78732,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.387332,-97.883922,2023-10-30,218237,2023-10-30 00:03:10 UTC,,,,2022-03-30,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
